collectioncode,catalognumber,scientificname,longitude,latitude
NL-BOTANY,U.1385100,Cambessedesia rupestris,-41.95,-13.533333
HUEFS,111592,Cambessedesia rupestris,-41.838056,-13.596111
HUEFS,111838,Cambessedesia rupestris,-41.753056,-13.442778
HUFU,62797,Cambessedesia rupestris,-41.947778,-13.515278
UEC,105327,Cambessedesia rupestris,-41.95,-13.533333
UEC,105328,Cambessedesia rupestris,-41.966667,-13.516667
UEC,122168,Cambessedesia rupestris,-41.897694,-13.515389
SPF,62182,Cambessedesia rupestris,-41.966667,-13.516667
BHZB,8619,Cambessedesia salviifolia,-43.723333,-19.018611
BHZB,10073,Cambessedesia salviifolia,-43.709722,-19.038611
BHZB*,9151,Cambessedesia salviifolia,-43.7144012451172,-19.1688995361328
FMNH-SEEDPLANTS,V0119740F,Cambessedesia salviifolia,-43.425833,-18.336944
UNOP,7573,Cambessedesia salviifolia,-43.408056,-18.524167
US*,3078855,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
US,2343817,Cambessedesia salviifolia,-43.676944,-18.370000
ESA*,23084,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
ESA*,77955,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUEFS,112726,Cambessedesia salviifolia,-43.638333,-18.695833
HUEFS,116908,Cambessedesia salviifolia,-43.837778,-18.295833
HUEFS*,156834,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
HUEFS,162809,Cambessedesia salviifolia,-43.436389,-18.533333
HUEFS,70493,Cambessedesia salviifolia,-43.591667,-18.572222
HUEFS*,87225,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUEFS*,88324,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUEM,32920,Cambessedesia salviifolia,-43.683028,-18.919611
NYBG,00939710,Cambessedesia salviifolia,-43.6003,-18.2494
NYBG,3909989,Cambessedesia salviifolia,-43.68388367,-18.2947197
NYBG,1549759,Cambessedesia salviifolia,-43.833333,-18.166667
NYBG,909761,Cambessedesia salviifolia,-43.6719,-18.348
NYBG,02736800,Cambessedesia salviifolia,-43.7031,-18.1992
NYBG,1523348,Cambessedesia salviifolia,-43.6003,-18.2494
NYBG,1549794,Cambessedesia salviifolia,-43.7,-18.37
NYBG,909760,Cambessedesia salviifolia,-43.7406,-18.4544
NYBG,3910186,Cambessedesia salviifolia,-43.36666667,-18.63333333
NYBG,1549791,Cambessedesia salviifolia,-43.55,-18.55
NYBG,1523321,Cambessedesia salviifolia,-43.7406,-18.4544
NYBG,1523286,Cambessedesia salviifolia,-43.7406,-18.4544
NYBG,3910179,Cambessedesia salviifolia,-43.36666667,-18.63333333
HUFU,12313,Cambessedesia salviifolia,-43.497222,-18.940556
HUFU*,19220,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
HUFU*,25604,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU,49841,Cambessedesia salviifolia,-43.901944,-18.306944
HUFU*,52499,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,52526,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,52643,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,52651,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,52669,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,53762,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
HUFU*,53891,Cambessedesia salviifolia,-43.6557998657227,-18.4456005096436
HUFU*,54136,Cambessedesia salviifolia,-43.3908004760742,-18.0041999816895
HUFU,58047,Cambessedesia salviifolia,-43.792222,-18.289444
HUFU,58396,Cambessedesia salviifolia,-43.691667,-18.35
HUFU,58517,Cambessedesia salviifolia,-43.844444,-18.304167
HUFU,59183,Cambessedesia salviifolia,-43.693889,-18.263056
HUFU,6247,Cambessedesia salviifolia,-43.901944,-18.306944
HUFU,62710,Cambessedesia salviifolia,-43.366667,-18.633333
HUFU,64711,Cambessedesia salviifolia,-43.926111,-18.584444
HUFU,70514,Cambessedesia salviifolia,-43.488611,-18.471944
HUFU,71498,Cambessedesia salviifolia,-43.706944,-19.066111
HUFU,72271,Cambessedesia salviifolia,-43.924722,-20.147222
HUFU*,74988,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,75081,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU*,75200,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
HUFU,78888,Cambessedesia salviifolia,-43.7375,-18.291944
SP,79319,Cambessedesia salviifolia,-43.676944,-18.370000
UEC,105375,Cambessedesia salviifolia,-43.816667,-18.266667
UEC*,115657,Cambessedesia salviifolia,-43.7144012451172,-19.1688995361328
UEC,120676,Cambessedesia salviifolia,-43.893694,-18.30825
UEC,137799,Cambessedesia salviifolia,-43.886639,-18.31
UEC,137806,Cambessedesia salviifolia,-43.843583,-18.306889
UEC,143650,Cambessedesia salviifolia,-43.597417,-18.576694
UEC,143689,Cambessedesia salviifolia,-43.716361,-18.210083
UEC,154999,Cambessedesia salviifolia,-43.435556,-18.535833
UEC,155051,Cambessedesia salviifolia,-43.902778,-18.614167
UEC*,155059,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC,161367,Cambessedesia salviifolia,-43.487778,-18.573333
UEC,162820,Cambessedesia salviifolia,-43.755556,-19.006111
UEC,165915,Cambessedesia salviifolia,-43.933986,-18.943489
UEC,171589,Cambessedesia salviifolia,-44.118333,-18.133333
UEC,176652,Cambessedesia salviifolia,-43.481389,-18.468194
UEC,196064,Cambessedesia salviifolia,-43.549722,-18.555556
UEC,205308,Cambessedesia salviifolia,-43.772778,-18.964722
UEC*,27790,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,27853,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC,27855,Cambessedesia salviifolia,-44.071111,-18.380833
UEC*,27856,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,27896,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,27913,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,28054,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,51261,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,66858,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
UEC*,75439,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
UEC*,86392,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
SPF,209628,Cambessedesia salviifolia,-43.737325,-19.048652
SPF,231897,Cambessedesia salviifolia,-43.731111,-18.312833
SPF*,94145,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
MOBOT,100385204,Cambessedesia salviifolia,-43.746667,-18.381111
UPCB*,14702,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
ALCB,28950,Cambessedesia salviifolia,-43.6,-18.233333
ALCB,,Cambessedesia salviifolia,-43.6,-18.233333
HDJF,6756,Cambessedesia salviifolia,-43.706389,-18.376111
HDJF,6924,Cambessedesia salviifolia,-43.434444,-18.395278
BHCB*,10652,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
BHCB,178297,Cambessedesia salviifolia,-43.4899,-18.469842
BHCB*,40199,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
BHCB*,57385,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
BHCB*,8161,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
BHCB*,8364,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
SPF*,126915,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,131651,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF,198699,Cambessedesia salviifolia,-43.75,-18.861111
SPF*,21520,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,21613,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF,21647,Cambessedesia salviifolia,-44.071111,-18.380833
SPF*,21742,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,21778,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,21803,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,21860,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF,219184,Cambessedesia salviifolia,-43.766667,-18.95
SPF*,23588,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,30903,Cambessedesia salviifolia,-43.6557998657227,-18.4456005096436
SPF,40089,Cambessedesia salviifolia,-43.523056,-18.614444
SPF*,40892,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF,41626,Cambessedesia salviifolia,-43.447778,-18.486667
SPF*,42620,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF,43342,Cambessedesia salviifolia,-43.816667,-18.833333
SPF*,44760,Cambessedesia salviifolia,-43.6002998352051,-18.2493991851807
SPF*,44774,Cambessedesia salviifolia,-43.7407989501953,-18.4543991088867
VIC*,15798,Cambessedesia salviifolia,-43.3793983459473,-18.604700088501
RB*,RB00843713,Cambessedesia salviifolia,-43.600000,-18.575000
FMNH-SEEDPLANTS,V0119750F,Cambessedesia semidecandra,-44.047778,-18.446667
FMNH-SEEDPLANTS,V0119752F,Cambessedesia semidecandra,-44.047778,-18.446667
FMNH-SEEDPLANTS,V0119754F,Cambessedesia semidecandra,-43.729444,-18.452778
FMNH-SEEDPLANTS,V0119755F,Cambessedesia semidecandra,-43.172778,-18.077222
FMNH-SEEDPLANTS,V0119756F,Cambessedesia semidecandra,-43.681111,-18.894167
US*,2648891,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
US*,3210433,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
US*,2648881,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
US,2799693,Cambessedesia semidecandra,-43.6,-19.32
US,2645793,Cambessedesia semidecandra,-43.514444,-19.169167
US,2687457,Cambessedesia semidecandra,-43.6,-19.32
US,2484110,Cambessedesia semidecandra,-43.514444,-19.169167
US,2444803,Cambessedesia semidecandra,-43.681111,-18.894167
US,2908402,Cambessedesia semidecandra,-43.729444,-18.452778
US*,3078857,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
ESA*,82341,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
UB,19551,Cambessedesia semidecandra,-43.583333,-19.3
UB,19560,Cambessedesia semidecandra,-43.514444,-19.169167
UB,19565,Cambessedesia semidecandra,-43.514444,-19.169167
MCMG*,2623,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
HUEFS,211379,Cambessedesia semidecandra,-43.5825,-19.346944
HUEM,32901,Cambessedesia semidecandra,-43.592778,-19.344972
NYBG,01874434,Cambessedesia semidecandra,-43.52647,-19.257025
NYBG,909762,Cambessedesia semidecandra,-43.729444,-18.452778
NYBG,1523246,Cambessedesia semidecandra,-43.4,-18.87
SP*,38585,Cambessedesia semidecandra,-43.8513984680176,-19.7696990966797
SP*,142785,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,143079,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144446,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144464,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144466,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144470,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144476,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144849,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144447,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,144848,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
SP*,233048,Cambessedesia semidecandra,-44.1721992492676,-17.7574996948242
SP,304553,Cambessedesia semidecandra,-43.4,-18.87
SP*,349915,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SP,78288,Cambessedesia semidecandra,-43.681111,-18.894167
UEC*,10302,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
UEC*,10306,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
UEC,103988,Cambessedesia semidecandra,-43.609167,-19.306389
UEC,125433,Cambessedesia semidecandra,-43.7,-19.166667
UEC,129626,Cambessedesia semidecandra,-43.5875,-19.343056
UEC,159124,Cambessedesia semidecandra,-43.586389,-19.253333
UEC,159239,Cambessedesia semidecandra,-43.588611,-19.286667
UEC,187917,Cambessedesia semidecandra,-43.964892,-19.572358
UEC*,201668,Cambessedesia semidecandra,-43.7449989318848,-19.513599395752
UEC,27895,Cambessedesia semidecandra,-43.826111,-18.302222
UEC,66882,Cambessedesia semidecandra,-43.650833,-19.415833
BHCB,200624,Cambessedesia semidecandra,-43.587861,-19.343139
SPF*,35001,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SPF*,43307,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SPF*,80117,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SPF,83944,Cambessedesia semidecandra,-43.583333,-19.333333
SPF,86617,Cambessedesia semidecandra,-43.6,-19.283333
RBR*,22823,Cambessedesia semidecandra,-43.6002998352051,-18.2493991851807
BHCB*,19648,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SP,179448,Cambessedesia semidecandra,-43.9,-18.916667
SP*,184242,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
SP*,184269,Cambessedesia semidecandra,-43.7144012451172,-19.1688995361328
BHCB*,67974,Cambessedesia semidecandra,-47.4986000061035,-18.7247009277344
RB*,RB00230472,Cambessedesia semidecandra,-43.465833,-18.966667
RB*,RB00232115,Cambessedesia semidecandra,-43.681111,-18.894167
RB*,RB00230499,Cambessedesia semidecandra,-43.713611,-19.186111
RB*,RB00228957,Cambessedesia semidecandra,-43.514444,-19.169167
RB,RB00826322,Cambessedesia semidecandra,-43.518889,-19.247222
RB*,RB00229835,Cambessedesia semidecandra,-43.713611,-19.186111
K*,K000957248,Cambessedesia semidecandra,-43.471111,-19.200833
RECOLNAT_MNHN_P*,P02274276,Cambessedesia striatella,-44.916667,-18.550000
FMNH-SEEDPLANTS,V0119751F,Cambessedesia tenuis,-41.916667,-13.266667
CEPEC,118689,Cambessedesia tenuis,-41.946944,-13.524167
CEPEC,19695,Cambessedesia tenuis,-41.95,-13.55
CEPEC,49198,Cambessedesia tenuis,-41.95,-13.533333
CEPEC,70725,Cambessedesia tenuis,-41.454167,-12.466944
CEPEC,71021,Cambessedesia tenuis,-41.472222,-12.45
CEPEC,84929,Cambessedesia tenuis,-41.916667,-13.266667
US*,3341917,Cambessedesia tenuis,-41.3899993896484,-12.563099861145
US,2908389,Cambessedesia tenuis,-41.696667,-13.664167
US*,3341912,Cambessedesia tenuis,-41.3899993896484,-12.563099861145
HUEFS,10508,Cambessedesia tenuis,-41.866667,-13.333333
HUEFS,106772,Cambessedesia tenuis,-41.936944,-13.520833
HUEFS,106794,Cambessedesia tenuis,-41.884722,-13.370833
HUEFS,111427,Cambessedesia tenuis,-41.378333,-13.076111
HUEFS,111846,Cambessedesia tenuis,-41.955556,-13.525
HUEFS,112560,Cambessedesia tenuis,-41.366667,-13.083333
HUEFS,121422,Cambessedesia tenuis,-40.518056,-11.385833
HUEFS,113508,Cambessedesia tenuis,-41.756111,-13.209722
HUEFS,12950,Cambessedesia tenuis,-41.783333,-13.266667
HUEFS,134787,Cambessedesia tenuis,-41.508333,-12.758333
HUEFS,16519,Cambessedesia tenuis,-41.756111,-13.209722
HUEFS,18074,Cambessedesia tenuis,-41.866667,-13.333333
HUEFS,19547,Cambessedesia tenuis,-41.916667,-13.25
HUEFS,19548,Cambessedesia tenuis,-41.916667,-13.266667
HUEFS*,209214,Cambessedesia tenuis,-41.8114013671875,-13.5789003372192
HUEFS,37846,Cambessedesia tenuis,-41.962778,-13.524722
HUEFS,55974,Cambessedesia tenuis,-41.95,-13.520833
HUEFS,77444,Cambessedesia tenuis,-41.884722,-13.370556
HUEFS,88338,Cambessedesia tenuis,-41.909722,-13.555833
HUEFS,91646,Cambessedesia tenuis,-41.379444,-13.073333
HUEFS,94553,Cambessedesia tenuis,-41.509167,-12.730833
NYBG,778080,Cambessedesia tenuis,-41.92,-13.25
NYBG,3107414,Cambessedesia tenuis,-41.45389,-12.46556
HVC,1328,Cambessedesia tenuis,-41.948611,-13.514722
UEC*,117855,Cambessedesia tenuis,-41.8114013671875,-13.5789003372192
UEC,121996,Cambessedesia tenuis,-40.502917,-11.333861
UEC*,136726,Cambessedesia tenuis,-41.5588989257812,-12.5289001464844
UEC,145961,Cambessedesia tenuis,-41.383056,-13.083056
UEC,146002,Cambessedesia tenuis,-41.383056,-13.083056
UEC,174805,Cambessedesia tenuis,-41.375,-13.248833
UEC*,182587,Cambessedesia tenuis,-41.5588989257812,-12.5289001464844
SPF,105023,Cambessedesia tenuis,-41.454167,-12.466944
SPF*,123227,Cambessedesia tenuis,-41.5588989257812,-12.5289001464844
SPF,138132,Cambessedesia tenuis,-41.966667,-13.533333
SPF*,164736,Cambessedesia tenuis,-41.3708000183105,-13.0052995681763
SPF,62445,Cambessedesia tenuis,-41.95,-13.533333
SPF,95436,Cambessedesia tenuis,-41.901667,-13.290833
MOBOT,3298969,Cambessedesia tenuis,-41.696667,-13.664167
ALCB,037052,Cambessedesia tenuis,-41.433333,-12.45
ALCB,135377,Cambessedesia tenuis,-41.472222,-12.45
ALCB,74056,Cambessedesia tenuis,-40.516667,-11.333333
CAS-BOT,561019,Cambessedesia tenuis,-41.85675,-13.4722222222
UEC,174806,Cambessedesia tenuis,-41.375,-13.248833
UEC,122008,Cambessedesia tenuis,-41.867889,-13.52475
UEC,172541,Cambessedesia tenuis,-41.739417,-13.248833
NYBG,4218351,Cambessedesia tenuis,-41.73941667,-13.24883333
ALCB,74375,Cambessedesia tenuis,-40.516667,-11.333333
ALCB,127195,Cambessedesia tenuis,-42.716667,-14.35
ALCB,118602,Cambessedesia tenuis,-41.478611,-12.454444
HUEFS,121421,Cambessedesia tenuis,-40.518056,-11.385833
CEPEC*,25375,Cambessedesia tenuis,-41.269722,-13.251111
HUEFS,105342,Cambessedesia uncinata,-41.891389,-13.048333
HUEFS,113516,Cambessedesia uncinata,-41.9,-13.283333
HUEFS,116825,Cambessedesia uncinata,-41.9,-13.3
NYBG,01874692,Cambessedesia uncinata,-41.45214,-12.45672
NYBG,1280087,Cambessedesia uncinata,-41.5589,-12.5289
UPCB*,68175,Cambessedesia uncinata,-40.3608016967773,-10.7417001724243
CEPEC,141593,Cambessedesia uncinata,-41.453889,-12.465556
RB*,RB01399657,Cambessedesia uncinata,-41.473333,-12.602500
FMNH-SEEDPLANTS,V0119762F,Cambessedesia weddellii,-46.701944,-18.775278
US*,3342788,Cambessedesia weddellii,-44.7308006286621,-17.5981006622314
MBM*,259802,Cambessedesia weddellii,-46.3657989501953,-20.2453002929688
HUEFS*,33123,Cambessedesia weddellii,-44.7308006286621,-17.5981006622314
NYBG,1523306,Cambessedesia weddellii,-46.3656,-20.2456
NYBG,1523284,Cambessedesia weddellii,-44.7306,-17.5983
NYBG,1523257,Cambessedesia weddellii,-43.2485756,-19.9480039
HUFU*,23714,Cambessedesia weddellii,-46.3657989501953,-20.2453002929688
HUFU*,23716,Cambessedesia weddellii,-46.3657989501953,-20.2453002929688
HUFU*,7473,Cambessedesia weddellii,-46.3657989501953,-20.2453002929688
UFG*,7687,Cambessedesia weddellii,-47.5099983215332,-14.1324996948242
SP,286335,Cambessedesia weddellii,-47.462778,-20.110278
UEC*,159643,Cambessedesia weddellii,-46.5055999755859,-20.6413993835449
UEC,80857,Cambessedesia weddellii,-50.666667,-21.388056
UEC*,86728,Cambessedesia weddellii,-47.4700012207031,-20.25
BHCB*,60931,Cambessedesia weddellii,-46.3657989501953,-20.2453002929688
CEPEC,30034,Cambessedesia wurdackii,-41.466667,-12.45
CEPEC,30035,Cambessedesia wurdackii,-41.433333,-12.466667
CEPEC,67682,Cambessedesia wurdackii,-41.440278,-12.459722
CEPEC,77381,Cambessedesia wurdackii,-42.144722,-12.898056
US,3713342,Cambessedesia wurdackii,-41.37,-13
ESA*,25742,Cambessedesia wurdackii,-41.3899993896484,-12.563099861145
VIC*,045330,Cambessedesia wurdackii,-41.3708000183105,-13.0052995681763
HUEFS,117806,Cambessedesia wurdackii,-41.3525,-12.998333
HUEFS,147748,Cambessedesia wurdackii,-41.3,-12.883333
HUEFS,160238,Cambessedesia wurdackii,-41.348333,-12.998056
HUEFS*,169216,Cambessedesia wurdackii,-41.3708000183105,-13.0052995681763
HUEFS,193598,Cambessedesia wurdackii,-41.375278,-13.077222
HUEFS,202745,Cambessedesia wurdackii,-41.370833,-13.138333
HUEFS,21535,Cambessedesia wurdackii,-41.433333,-12.45
NYBG,477791,Cambessedesia wurdackii,-41.3706,-13.0056
ALCB,109929,Cambessedesia wurdackii,-41.366667,-13
ALCB,19092,Cambessedesia wurdackii,-41,-11.666667
ALCB,61440,Cambessedesia wurdackii,-41.15,-11.55
ALCB,65733,Cambessedesia wurdackii,-41.15,-11.55
ALCB,73627,Cambessedesia wurdackii,-41.341389,-12.992222
UEC,122310,Cambessedesia wurdackii,-41.312306,-12.894472
