collectioncode,catalognumber,scientificname,longitude,latitude
HUESB,5794,Cambessedesia hilariana,-41.233333,-12.9
R*,231182,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
R*,232078,Cambessedesia hilariana,-47.471111,-14.101389
R,229596,Cambessedesia hilariana,-44.157222,-21.705556
RB*,RB01404463,Cambessedesia hilariana,-43.522778,-20.358056
BRBA,7694,Cambessedesia hilariana,-45.426389,-11.896111
RB*,RB00229845,Cambessedesia hilariana,-43.490556,-20.354722
RB*,RB00229863,Cambessedesia hilariana,-46.132500,-13.333333
RB*,RB00232239,Cambessedesia hilariana,-43.618611,-19.503611
RB,RB00236009,Cambessedesia hilariana,-45.368056,-13.525000
RB*,RB00229019,Cambessedesia hilariana,-43.577222,-18.262222
RB*,RB00229862,Cambessedesia hilariana,-46.440000,-9.980000
RB*,RB00228972,Cambessedesia hilariana,-42.897222,-16.484444
RB*,RB00228920,Cambessedesia hilariana,-43.436389,-20.396667
RB*,RB00563682,Cambessedesia hilariana,-42.785000,-20.742500
RB,RB00236052,Cambessedesia hilariana,-43.876944,-21.713056
RB*,RB00229895,Cambessedesia hilariana,-40.843611,-13.922222
RB*,RB00236058,Cambessedesia hilariana,-43.979167,-18.705556
RB*,RB00786510,Cambessedesia hilariana,-43.239167,-16.531389
RB*,RB00236046,Cambessedesia hilariana,-43.552222,-18.093889
RB*,RB00229679,Cambessedesia hilariana,-43.439444,-20.400000
RB*,RB00235996,Cambessedesia hilariana,-43.677500,-20.505556
RB*,RB00700792,Cambessedesia hilariana,-43.486667,-20.371111
RB*,RB00229745,Cambessedesia hilariana,-43.698889,-19.175833
RB*,RB00230167,Cambessedesia hilariana,-46.785556,-20.358889
RB*,RB00235979,Cambessedesia hilariana,-43.914722,-20.233333
RB*,RB00229788,Cambessedesia hilariana,-43.533889,-20.277500
RB*,RB00236042,Cambessedesia hilariana,-46.766389,-17.200000
RB*,RB00236010,Cambessedesia hilariana,-41.903889,-13.034444
RB*,RB00229035,Cambessedesia hilariana,-43.605556,-19.327222
RB*,RB00231273,Cambessedesia hilariana,-43.609167,-19.305556
RB*,RB00229777,Cambessedesia hilariana,-43.205556,-17.597222
W,W18890009673,Cambessedesia hilariana,-37.168333,-8.737222
K,K000957222,Cambessedesia hilariana,-48.846944,-15.796667
US,3230827,Cambessedesia latevenosa,-42.840278,-16.515000
US,2746125,Cambessedesia latevenosa,-43.595833,-17.837500
MBM*,137974,Cambessedesia latevenosa,-42.8897018432617,-16.5594005584717
NYBG,1523277,Cambessedesia latevenosa,-43.6836,-18.41575
NYBG,1523252,Cambessedesia latevenosa,-43.57,-18.2
NYBG,1523278,Cambessedesia latevenosa,-43.56013,-18.1575
NYBG,909757,Cambessedesia latevenosa,-43.6836,-18.358
HUFU*,29325,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
HUFU,49868,Cambessedesia latevenosa,-43.756667,-18.291111
HUFU*,50860,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
HUFU,62043,Cambessedesia latevenosa,-46.835833,-17.970833
HUFU,62070,Cambessedesia latevenosa,-43.634722,-18.176667
HUFU,62257,Cambessedesia latevenosa,-43.608889,-18.142222
HUFU,62263,Cambessedesia latevenosa,-43.608889,-18.142222
HUFU*,62328,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
HUFU,62637,Cambessedesia latevenosa,-43.673333,-18.344444
HUFU,63273,Cambessedesia latevenosa,-43.569444,-18.163611
HUFU,63643,Cambessedesia latevenosa,-43.645833,-18.163611
HUFU*,66504,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
HUFU,79436,Cambessedesia latevenosa,-43.686667,-18.276667
UEC,101648,Cambessedesia latevenosa,-43.673333,-18.344444
UEC,10285,Cambessedesia latevenosa,-43.796667,-18.292500
UEC*,103264,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
UEC*,124780,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
UEC,161533,Cambessedesia latevenosa,-43.688889,-18.294722
UEC,171593,Cambessedesia latevenosa,-43.683056,-18.295444
UEC*,66412,Cambessedesia latevenosa,-43.6002998352051,-18.2493991851807
BHCB,179470,Cambessedesia latevenosa,-42.781944,-16.119722
RB*,RB00229873,Cambessedesia latevenosa,-44.053889,-18.495278
RB*,RB00231576,Cambessedesia latevenosa,-43.353611,-18.370833
RB*,RB00230249,Cambessedesia latevenosa,-43.502500,-17.986389
RB*,RB00229778,Cambessedesia latevenosa,-43.737500,-17.971111
CEPEC,12275,Cambessedesia membranacea,-41.3,-13.583333
CEPEC,12280,Cambessedesia membranacea,-41.3,-13.583333
CEPEC,12281,Cambessedesia membranacea,-41.833333,-13.466667
CEPEC,17577,Cambessedesia membranacea,-41.766667,-13.533333
CEPEC,19696,Cambessedesia membranacea,-41.95,-13.55
CEPEC*,20691,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
CEPEC*,20778,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
CEPEC,21844,Cambessedesia membranacea,-41.95,-13.55
CEPEC,25632,Cambessedesia membranacea,-41.45,-13.583333
CEPEC*,33522,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
CEPEC,45826,Cambessedesia membranacea,-41.95,-13.533333
CEPEC,48248,Cambessedesia membranacea,-41.3,-13.416667
CEPEC*,59143,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
CEPEC,77810,Cambessedesia membranacea,-41.873333,-13.459167
CEPEC,77873,Cambessedesia membranacea,-41.889722,-13.389444
CEPEC,84930,Cambessedesia membranacea,-41.9,-13.25
CEPEC,84931,Cambessedesia membranacea,-41.833333,-13.216667
CEPEC,86513,Cambessedesia membranacea,-41.866667,-13.3
US*,3351613,Cambessedesia membranacea,-41.6636009216309,-13.2496995925903
US*,2904246,Cambessedesia membranacea,-41.774722,-12.210833
US,3709763,Cambessedesia membranacea,-45.7347,-15.425
US*,2427001,Cambessedesia membranacea,-41.3708000183105,-13.0052995681763
US*,2904242,Cambessedesia membranacea,-46.3694000244141,-14.0930995941162
US*,2745015,Cambessedesia membranacea,-52.5511016845703,-17.5694007873535
US,2754266,Cambessedesia membranacea,-41.3,-13.58
US*,2745016,Cambessedesia membranacea,-54.6356010437012,-16.4708003997803
ESA*,89496,Cambessedesia membranacea,-51.8102989196777,-16.9566993713379
UB,15881,Cambessedesia membranacea,-45.328889,-15.381667
NL-BOTANY,U.1385088,Cambessedesia membranacea,-41.216667,-13.583333
NL-BOTANY,U.1385089,Cambessedesia membranacea,-41.944444,-13.486667
NL-BOTANY,U.1385090,Cambessedesia membranacea,-41.833333,-13.466667
NL-BOTANY,U.1385091,Cambessedesia membranacea,-41.3,-13.583333
NL-BOTANY,WAG.1091107,Cambessedesia membranacea,-52.548056,-17.578056
NL-BOTANY,U.1385092,Cambessedesia membranacea,-41.95,-13.533333
NL-BOTANY,U.1385093,Cambessedesia membranacea,-41.944444,-13.486667
VIC*,045331,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
MBM*,240081,Cambessedesia membranacea,-41.309444,-13.758056
MBM*,254579,Cambessedesia membranacea,-41.6636009216309,-13.2496995925903
MCCA*,4265,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HUEFS,179504,Cambessedesia membranacea,-47.704444,-11.661389
HUEFS*,209200,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HUEFS,10617,Cambessedesia membranacea,-41.766667,-13.383333
HUEFS,16364,Cambessedesia membranacea,-41.866667,-13.283333
HUEFS,164929,Cambessedesia membranacea,-41.785833,-12.222778
HUEFS*,16865,Cambessedesia membranacea,-41.6636009216309,-13.2496995925903
HUEFS*,209251,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HUEFS*,209252,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HUEFS,73917,Cambessedesia membranacea,-41.85,-13.328333
HUEFS,83296,Cambessedesia membranacea,-42.4,-13.816667
HUEFS,94164,Cambessedesia membranacea,-41.211944,-13.434444
NYBG,477768,Cambessedesia membranacea,-41.7728,-13.1519
NYBG,1144950,Cambessedesia membranacea,-41.8372,-13.25
NYBG,02499420,Cambessedesia membranacea,-41.8114,-13.5792
NYBG,1144948,Cambessedesia membranacea,-41.7728,-13.1519
NYBG,4218322,Cambessedesia membranacea,-41.37408333,-13.00830556
NYBG,1144947,Cambessedesia membranacea,-41.3706,-13.0056
NYBG,02056603,Cambessedesia membranacea,-41.8114,-13.5792
NYBG,3909968,Cambessedesia membranacea,-41.31230556,-12.89447222
NYBG,1144949,Cambessedesia membranacea,-41.8372,-13.25
NYBG*,01856106,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
HVC*,552,Cambessedesia membranacea,-41.8114013671875  ,-13.5789003372192
HVC,3967,Cambessedesia membranacea,-41.866111,-13.535278
HVC,651,Cambessedesia membranacea,-41.812222,-13.580833
HVC,3960,Cambessedesia membranacea,-41.866111,-13.535278
HVC*,569,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HVC*,504,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HVC,3992,Cambessedesia membranacea,-41.866111,-13.535278
HVASF,23502,Cambessedesia membranacea,-45.600972,-11.893222
HUFU*,76106,Cambessedesia membranacea,-41.8114013671875,-13.5789003372192
HUFU*,48957,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
HUFU,79858,Cambessedesia membranacea,-41.798333,-13.5925
UEC,163005,Cambessedesia membranacea,-51.162778,-17.076944
UEC,145939,Cambessedesia membranacea,-41.837222,-13.270833
UEC,145940,Cambessedesia membranacea,-41.837222,-13.270833
UEC*,145974,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
SPF,138129,Cambessedesia membranacea,-41.95,-13.533333
SPF,169572,Cambessedesia membranacea,-41.5,-13.433333
SPF,90385,Cambessedesia membranacea,-41.866667,-13.3
SPF,88820,Cambessedesia membranacea,-41.8,-13.366667
SPF,90946,Cambessedesia membranacea,-41.883333,-13.266667
SPF,91106,Cambessedesia membranacea,-41.85,-13.316667
SPF,91234,Cambessedesia membranacea,-41.75,-13.216667
SPF,94780,Cambessedesia membranacea,-41.564167,-12.654167
MOBOT,3212636,Cambessedesia membranacea,-41.9,-13.25
MOBOT,3213028,Cambessedesia membranacea,-41.8666667,-13.3
MOBOT,3213249,Cambessedesia membranacea,-41.86666,-13.3
MOBOT,3213459,Cambessedesia membranacea,-41.85,-13.31666
MOBOT,3213666,Cambessedesia membranacea,-41.83333,-13.21666
CESJ*,13224,Cambessedesia membranacea,-43.793098449707,-21.8425006866455
CESJ*,37151,Cambessedesia membranacea,-44.9852981567383,-21.7222003936768
CESJ*,9432,Cambessedesia membranacea,-43.793098449707,-21.8425006866455
UPCB,82526,Cambessedesia membranacea,-47.70079,-11.69421
UPCB*,47025,Cambessedesia membranacea,-41.6636009216309,-13.2496995925903
UPCB*,62048,Cambessedesia membranacea,-41.7728004455566,-13.1519002914429
RECOLNAT_MNHN_P,P01167449,Cambessedesia membranacea,-41.80167,-14.30389
CAS-BOT,471991,Cambessedesia membranacea,-41.8372222222,-13.25
HPL*,5067,Cambessedesia membranacea,-41.8114,-13.5789
CESJ*,37663,Cambessedesia membranacea,-44.9852981567383,-21.7222003936768
BHCB*,61068,Cambessedesia membranacea,-41.6636009216309,-13.2496995925903
OUPR,27902,Cambessedesia membranacea,-43.338611,-18.131167
OUPR*,28301,Cambessedesia membranacea,-43.3908004760742,-18.0041999816895
UNOP,7576,Cambessedesia membranacea,-41.7575,-13.247778
CEPEC,141560,Cambessedesia membranacea,-41.300278,-13.698611
CEPEC*,149542,Cambessedesia membranacea,-47.7233009338379,-11.7096996307373
ALCB,69550,Cambessedesia membranacea,-41.757778,-13.245278
ALCB,73153,Cambessedesia membranacea,-41.833333,-13.283333
ALCB,62772,Cambessedesia membranacea,-41.8,-13.566667
ALCB,69541,Cambessedesia membranacea,-41.65,-13.233333
ALCB,93073,Cambessedesia membranacea,-41.887778,-13.284722
ALCB,93195,Cambessedesia membranacea,-41.5175,-12.541944
ALCB,93764,Cambessedesia membranacea,-41.860278,-13.082778
ALCB*,99445,Cambessedesia membranacea,-41.2846984863281,-13.4105997085571
UB,163200,Cambessedesia membranacea,-43.885556,-17.9275
UB,,Cambessedesia membranacea,-47.618611,-14.205556
RB*,RB00236054,Cambessedesia membranacea,-41.944444,-13.486111
RB,RB00236123,Cambessedesia membranacea,-41.825833,-13.285833
RB,RB00236141,Cambessedesia membranacea,-42.416667,-13.750000
RB,RB00993970,Cambessedesia membranacea,-41.810000,-13.130833
RB,RB00993282,Cambessedesia membranacea,-41.815833,-13.134722
RB,RB00993166,Cambessedesia membranacea,-41.890833,-13.286389
K*,K000957245,Cambessedesia membranacea,-41.668333,-13.424722
BRBA,7686,Cambessedesia membranacea,-45.600833,-11.893333
UB,19570,Cambessedesia pityrophylla,-43.689167,-19.846389
OUPR*,21898,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR*,22426,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR,25830,Cambessedesia pityrophylla,-43.520556,-20.363889
OUPR*,4708,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR*,5848,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR*,5849,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR*,5850,Cambessedesia pityrophylla,-43.669700,-19.879999
OUPR*,6359,Cambessedesia pityrophylla,-43.508098,-20.287500
NYBG,1523267,Cambessedesia pityrophylla,-43.726388,-19.83305
NYBG,1523291,Cambessedesia pityrophylla,-43.75,-19.92
NYBG,1523268,Cambessedesia pityrophylla,-43.4927778,-20.1263
RECOLNAT_MNHN_P*,P05316608,Cambessedesia pityrophylla,-43.508098,-20.287500
RECOLNAT_MNHN_P*,P05316602,Cambessedesia pityrophylla,-43.689167,-19.846389
RECOLNAT_MNHN_P,P05316613,Cambessedesia pityrophylla,-43.573889,-20.371111
HUFU*,19446,Cambessedesia pityrophylla,-43.669700,-19.879999
HUFU,6321,Cambessedesia pityrophylla,-43.666667,-19.816667
HUFU,76117,Cambessedesia pityrophylla,-43.684444,-19.822222
SP*,38254,Cambessedesia pityrophylla,-43.669700,-19.879999
UEC*,133642,Cambessedesia pityrophylla,-44.569999,-22.639999
UEC,154993,Cambessedesia pityrophylla,-43.685556,-19.823333
UEC*,66857,Cambessedesia pityrophylla,-43.669700,-19.879999
SPF,130788,Cambessedesia pityrophylla,-43.674017,-19.817933
SPF,73950,Cambessedesia pityrophylla,-43.633333,-19.9
UPCB*,45966,Cambessedesia pityrophylla,-43.669700,-19.879999
UPCB*,83386,Cambessedesia pityrophylla,-43.669700,-19.879999
HEPH,34422,Cambessedesia pityrophylla,-43.5325,-20.204722
OUPR*,20415,Cambessedesia pityrophylla,-43.508098,-20.287500
OUPR*,21015,Cambessedesia pityrophylla,-43.508098,-20.287500
SPF,112227,Cambessedesia pityrophylla,-43.666667,-19.816667
FMNH-SEEDPLANTS,V0119737F,Cambessedesia pityrophylla,-43.75,-19.92
FMNH-SEEDPLANTS,V0119741F,Cambessedesia pityrophylla,-43.533611,-19.814722
FMNH-SEEDPLANTS,V0119743F,Cambessedesia pityrophylla,-43.689167,-19.846389
BHCB,190924,Cambessedesia pityrophylla,-43.5325,-20.204722
BHCB,197276,Cambessedesia pityrophylla,-43.497444,-20.148722
BHCB*,31921,Cambessedesia pityrophylla,-43.669700,-19.879999
BHCB*,31921,Cambessedesia pityrophylla,-43.669700,-19.879999
BHCB*,71799,Cambessedesia pityrophylla,-43.669700,-19.879999
BHCB*,31921,Cambessedesia pityrophylla,-43.669700,-19.879999
BHCB*,31921,Cambessedesia pityrophylla,-43.669700,-19.879999
MOBOT,100385267,Cambessedesia purpurata,-41.3,-13.5833333
MOBOT,100385268,Cambessedesia purpurata,-41.95,-13.5333333
MOBOT,100385269,Cambessedesia purpurata,-41.3333333,-13.6666667
MOBOT,100385270,Cambessedesia purpurata,-41.95,-13.5333333
MOBOT,3213980,Cambessedesia purpurata,-41.9,-13.25
NHM-LONDON-BOT,BM000929352,Cambessedesia purpurata,-41.844147,-13.442881
SORO,7882,Cambessedesia purpurata,-41.882306,-13.325917
FMNH-SEEDPLANTS,V0119739F,Cambessedesia purpurata,-41.292222,-11.542778
CEPEC,107911,Cambessedesia purpurata,-41.854167,-13.316111
CEPEC,12277,Cambessedesia purpurata,-41.916667,-13.533333
CEPEC,12278,Cambessedesia purpurata,-41.333333,-13.666667
CEPEC,141561,Cambessedesia purpurata,-41.300278,-13.698611
CEPEC,16860,Cambessedesia purpurata,-41.95,-13.55
CEPEC,16889,Cambessedesia purpurata,-41.95,-13.55
CEPEC,19726,Cambessedesia purpurata,-41.95,-13.55
CEPEC*,35414,Cambessedesia purpurata,-41.2846984863281,-13.4105997085571
CEPEC*,36545,Cambessedesia purpurata,-41.2846984863281,-13.4105997085571
CEPEC*,50717,Cambessedesia purpurata,-41.3269004821777,-13.6260995864868
CEPEC,62505,Cambessedesia purpurata,-41.826667,-12.285556
CEPEC,77754,Cambessedesia purpurata,-41.316667,-13.690833
CEPEC,77962,Cambessedesia purpurata,-41.889722,-13.389444
CEPEC,84959,Cambessedesia purpurata,-41.9,-13.25
US,3679895,Cambessedesia purpurata,-41.9517,-13.5228
US*,2770475,Cambessedesia purpurata,-41.1561012268066,-11.5500001907349
US*,2908390,Cambessedesia purpurata,-41.909722,-13.555833
US*,2770474,Cambessedesia purpurata,-41.1561012268066,-11.5500001907349
US,2908381,Cambessedesia purpurata,-41.385833,-12.983889
US*,2893894,Cambessedesia purpurata,-42.1403007507324,-13.417799949646
HUSC,8911,Cambessedesia purpurata,-41.318056,-13.691389
ESA*,24995,Cambessedesia purpurata,-41.3269004821777,-13.6260995864868
UB,19520,Cambessedesia purpurata,-41.233333,-13.666667
NL-BOTANY,L.2533422,Cambessedesia purpurata,-41.289167,-13.254722
NL-BOTANY,U.1385094,Cambessedesia purpurata,-41.95,-13.55
NL-BOTANY,U.1385095,Cambessedesia purpurata,-41.95,-13.533333
NL-BOTANY,U.1385096,Cambessedesia purpurata,-41.95,-13.533333
NL-BOTANY,U.1385097,Cambessedesia purpurata,-41.3,-13.583333
NL-BOTANY,U.1385098,Cambessedesia purpurata,-41.333333,-13.666667
MBM*,254580,Cambessedesia purpurata,-41.6636009216309,-13.2496995925903
MBM*,92182,Cambessedesia purpurata,-40.9336013793945,-12.6511001586914
IPA*,62168,Cambessedesia purpurata,-41.7728004455566,-13.1519002914429
HUEFS,104308,Cambessedesia purpurata,-41.316667,-13.690833
HUEFS,106673,Cambessedesia purpurata,-41.89,-13.040556
HUEFS,106675,Cambessedesia purpurata,-41.89,-13.040556
HUEFS,106730,Cambessedesia purpurata,-41.85,-13.326389
HUEFS,116799,Cambessedesia purpurata,-41.901944,-13.252222
HUEFS,116802,Cambessedesia purpurata,-41.901944,-13.052222
HUEFS,122993,Cambessedesia purpurata,-41.570833,-12.6275
HUEFS,126253,Cambessedesia purpurata,-41.202222,-11.583333
HUEFS,14651,Cambessedesia purpurata,-42.4,-13.816667
HUEFS*,161388,Cambessedesia purpurata,-41.8114013671875,-13.5789003372192
HUEFS,163196,Cambessedesia purpurata,-41.388333,-13.118889
HUEFS,18054,Cambessedesia purpurata,-41.9,-13.3
HUEFS,185271,Cambessedesia purpurata,-41.966111,-13.526667
HUEFS,192412,Cambessedesia purpurata,-41.488889,-12.6
HUEFS,192877,Cambessedesia purpurata,-41.513333,-12.760556
HUEFS,207283,Cambessedesia purpurata,-41.163611,-13.538333
HUEFS*,209246,Cambessedesia purpurata,-41.8114013671875,-13.5789003372192
HUEFS*,209253,Cambessedesia purpurata,-41.8114013671875,-13.5789003372192
HUEFS,27082,Cambessedesia purpurata,-41.9,-13.25
HUEFS*,39628,Cambessedesia purpurata,-41.8114013671875,-13.5789003372192
HUEFS,56013,Cambessedesia purpurata,-41.983333,-13.516667
HUEFS,62174,Cambessedesia purpurata,-41.889722,-13.389444
HUEFS,62184,Cambessedesia purpurata,-41.475278,-12.939722
HUEFS,66857,Cambessedesia purpurata,-41.39,-13.119722
HUEFS,71019,Cambessedesia purpurata,-41.508056,-12.7525
HUEFS,74837,Cambessedesia purpurata,-41.866667,-13.383333
HUEFS,85242,Cambessedesia purpurata,-41.376944,-13.083611
HUEFS,85246,Cambessedesia purpurata,-41.376944,-13.083611
HUEFS,88337,Cambessedesia purpurata,-44.339444,-13.551944
HUEFS,91713,Cambessedesia purpurata,-41.378333,-13.091944
HUEFS,94189,Cambessedesia purpurata,-41.845,-13.463611
HUEFS,96951,Cambessedesia purpurata,-41.5,-12.75
HUEFS,97763,Cambessedesia purpurata,-41.366667,-13.091389
HUEFS,98673,Cambessedesia purpurata,-41.753056,-13.442778
HUEFS,99628,Cambessedesia purpurata,-41.375,-13.105833
NYBG,629527,Cambessedesia purpurata,-41.66,-13.25
NYBG,477777,Cambessedesia purpurata,-41.1558,-11.5503
NYBG,02499428,Cambessedesia purpurata,-41.9503,-13.5503
NYBG,477779,Cambessedesia purpurata,-41.1558,-11.5503
NYBG,1144946,Cambessedesia purpurata,-41.3706,-13.0056
RECOLNAT_MNHN_P,P01167459,Cambessedesia purpurata,-41.37694,-13.08361
ALCB*,132616,Cambessedesia purpurata,-41.5588989257812,-12.5289001464844
ALCB,104725,Cambessedesia purpurata,-41.5125,-12.763056
ALCB,18054,Cambessedesia purpurata,-41.9,-13.3
HUFU,62796,Cambessedesia purpurata,-41.949722,-13.518889
HUFU,62988,Cambessedesia purpurata,-41.482778,-13.605556
UEC,171597,Cambessedesia purpurata,-41.266667,-13.683333
UEC,105292,Cambessedesia purpurata,-41.909722,-13.555833
UEC,105294,Cambessedesia purpurata,-41.95,-13.383333
UEC*,111368,Cambessedesia purpurata,-41.8114013671875,-13.5789003372192
UEC,121819,Cambessedesia purpurata,-41.482778,-12.605556
UEC,145920,Cambessedesia purpurata,-41.370833,-13.059722
UEC,146008,Cambessedesia purpurata,-41.370833,-13.059722
UEC,171599,Cambessedesia purpurata,-41.9,-13.25
UEC,202463,Cambessedesia purpurata,-41.498889,-12.846389
UEC,27760,Cambessedesia purpurata,-41.308611,-13.744444
UEC,27871,Cambessedesia purpurata,-41.438556,-13.022306
UEC*,62051,Cambessedesia purpurata,-41.3269004821777,-13.6260995864868
SPF*,117499,Cambessedesia purpurata,-41.5588989257812,-12.5289001464844
SPF,138130,Cambessedesia purpurata,-41.95,-13.533333
SPF,18098,Cambessedesia purpurata,-41.308611,-13.744444
SPF*,18846,Cambessedesia purpurata,-41.3708000183105,-13.0052995681763
SPF,77706,Cambessedesia purpurata,-41.25,-13.533333
SPF,95705,Cambessedesia purpurata,-41.853611,-13.408333
UPCB*,62052,Cambessedesia purpurata,-41.3708000183105,-13.0052995681763
HURB,24624,Cambessedesia purpurata,-41.833861,-13.434417
M,M-0165368,Cambessedesia purpurata,-41.289167,-13.254722
HUEFS,74736,Cambessedesia purpurata,-41.314722,-12.685833
CEPEC*,50702,Cambessedesia purpurata,-41.3269004821777,-13.6260995864868
CEPEC,141720,Cambessedesia purpurata,-41.949722,-13.518056
IPA,81868,Cambessedesia purpurata,-41.581944,-12.571639
ALCB*,64601,Cambessedesia purpurata,-41.3708000183105,-13.0052995681763
ALCB,92809,Cambessedesia purpurata,-41.298611,-13.684167
ALCB,97386,Cambessedesia purpurata,-41.3,-13.583333
ALCB,028566,Cambessedesia purpurata,-42,-13.5
ALCB*,03148,Cambessedesia purpurata,-41.1561012268066,-11.5500001907349
ALCB,08931,Cambessedesia purpurata,-41.833333,-12.5
CAS-BOT*,472000,Cambessedesia purpurata,-41.3708000183105,-13.0052995681763
MBM,415991,Cambessedesia purpurata,-41.961667,-13.524722
HVC,1314,Cambessedesia purpurata,-41.966389,-13.526667
RB*,RB00242343,Cambessedesia purpurata,-41.376667,-13.008056
K*,K000957246,Cambessedesia purpurata,-41.269722,-13.251111
CAS-BOT,398342,Cambessedesia regnelliana,-47.63015,-14.16562
CAS-BOT,398341,Cambessedesia regnelliana,-47.50907,-14.05487
CEN,104280,Cambessedesia regnelliana,-46.800277,-20.1425
CEN,35419,Cambessedesia regnelliana,-46.052500,-20.574722
CEN*,53894,Cambessedesia regnelliana,-47.4583015441895,-13.7974996566772
CEN,54729,Cambessedesia regnelliana,-47.693611,-16.726944
US,2628633,Cambessedesia regnelliana,-47.535833,-13.941111
ESA*,60336,Cambessedesia regnelliana,-46.445556,-20.231389
NL-BOTANY,WAG.1091108,Cambessedesia regnelliana,-47.535833,-13.941111
HUEFS,164107,Cambessedesia regnelliana,-49.233333,-16.85
IAN,131183,Cambessedesia regnelliana,-47.580000,-13.693056
HUFU*,10653,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU,19618,Cambessedesia regnelliana,-46.654722,-20.130000
HUFU*,23718,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,23720,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,23722,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,23723,Cambessedesia regnelliana,-46.8539009094238,-20.343900680542
HUFU*,28697,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,29326,Cambessedesia regnelliana,-43.6002998352051,-18.2493991851807
HUFU*,30139,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,30269,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
HUFU*,57311,Cambessedesia regnelliana,-47.4583015441895,-13.7974996566772
HUFU,59848,Cambessedesia regnelliana,-43.621111,-18.186667
HUFU,62065,Cambessedesia regnelliana,-43.587222,-18.149167
HUFU*,67744,Cambessedesia regnelliana,-47.6136016845703,-16.7686004638672
HUFU*,8927,Cambessedesia regnelliana,-47.439998626709,-19.8652992248535
MOBOT,100384110,Cambessedesia regnelliana,-47.530000,-14.036944
MOBOT,100384111,Cambessedesia regnelliana,-47.530000,-14.036944
UEC*,111941,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
UEC,136735,Cambessedesia regnelliana,-47.277222,-20.157778
UEC*,147851,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
UEC*,155000,Cambessedesia regnelliana,-47.439998626709,-19.8652992248535
UEC*,155002,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
UEC,161111,Cambessedesia regnelliana,-46.461472,-20.488944
UEC,161139,Cambessedesia regnelliana,-46.520833,-20.485833
UEC,185512,Cambessedesia regnelliana,-46.520278,-20.486389
UEC,185513,Cambessedesia regnelliana,-46.520278,-20.486389
UEC,,Cambessedesia regnelliana,-47.277222,-20.157778
SPF,172751,Cambessedesia regnelliana,-47.266667,-20.15
UB,19576,Cambessedesia regnelliana,-47.516667,-14.116667
UB,19577,Cambessedesia regnelliana,-48.026667,-17.290556
UB,19578,Cambessedesia regnelliana,-48,-14
VIC,3730,Cambessedesia regnelliana,-43.514444,-19.169167
IPA,2061,Cambessedesia regnelliana,-43.514444,-19.169167
SPF,172752,Cambessedesia regnelliana,-47.277222,-20.157778
SPF,172753,Cambessedesia regnelliana,-47.273056,-20.164444
SP,370221,Cambessedesia regnelliana,-47.277222,-20.157778
BHCB*,54398,Cambessedesia regnelliana,-43.6002998352051,-18.2493991851807
BHCB*,67976,Cambessedesia regnelliana,-43.8513984680176,-19.7696990966797
BHCB*,67977,Cambessedesia regnelliana,-43.8513984680176,-19.7696990966797
BHCB*,67979,Cambessedesia regnelliana,-43.8513984680176,-19.7696990966797
SPF,172752,Cambessedesia regnelliana,-47.277222,-20.157778
HUFU*,47738,Cambessedesia regnelliana,-46.3657989501953,-20.2453002929688
CEPEC,108805,Cambessedesia rupestris,-41.95,-13.533333
CEPEC,136539,Cambessedesia rupestris,-41.933333,-13.516667
